173944,22.84,0.33,2.6,1.09,12.23,-1,225,46
171688,13.81,0.17,2.4,0.26,10.39,-1,125,47
167597,52.83,10.7,3.5,3.13,8.36,-1,34,48
169097,11.75,0.12,2.4,0.94,9.35,-1,180,49
170379,6.64,0.37,2.6,2.82,1.7,-1,91,50
170393,9.58,0.24,2.8,0.93,4.74,-1,128,51
782871,3.77,20.71,0.4,8.94,1.92,-1,244,52
785908,29.7,8.59,3.4,13.67,6.07,-1,147,53
174990,47.06,24.93,1.7,5.31,18.15,-1,40,54
172698,63.2,10.3,1,4.4,57.39,-1,28.4,55
